Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
RapidGenomics_F205_GOT_125402_P003_WC10_i5-503_i7-47_S2737_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WC10_i5-503_i7-47_S2737_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2694257.0	0.0	151.0	36.0	93.5970022619034	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WC11_i5-503_i7-70_S2738_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WC11_i5-503_i7-70_S2738_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2501562.0	0.0	151.0	36.0	89.10038104023508	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WC11_i5-503_i7-70_S2738_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WC11_i5-503_i7-70_S2738_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2501562.0	0.0	151.0	36.0	89.38871776394718	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WC12_i5-503_i7-43_S2739_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WC12_i5-503_i7-43_S2739_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2994691.0	0.0	151.0	33.0	87.6702644527412	151.0	pass	pass	pass	pass	warn	fail	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WC12_i5-503_i7-43_S2739_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WC12_i5-503_i7-43_S2739_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2994691.0	0.0	151.0	33.0	88.04448490831001	151.0	pass	pass	pass	pass	warn	fail	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WD01_i5-503_i7-52_S2740_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WD01_i5-503_i7-52_S2740_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2868458.0	0.0	151.0	41.0	93.57009830414901	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WD01_i5-503_i7-52_S2740_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WD01_i5-503_i7-52_S2740_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2868458.0	0.0	151.0	40.0	93.89078591703729	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WD02_i5-503_i7-72_S2741_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WD02_i5-503_i7-72_S2741_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2857524.0	0.0	151.0	38.0	92.41647428793381	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WD02_i5-503_i7-72_S2741_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WD02_i5-503_i7-72_S2741_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2857524.0	0.0	151.0	38.0	92.82425408886101	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WD03_i5-503_i7-30_S2742_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WD03_i5-503_i7-30_S2742_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2525244.0	0.0	151.0	40.0	89.50263068146874	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WD03_i5-503_i7-30_S2742_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WD03_i5-503_i7-30_S2742_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2525244.0	0.0	151.0	40.0	90.24469276977422	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WD04_i5-503_i7-91_S2743_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WD04_i5-503_i7-91_S2743_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3053123.0	0.0	151.0	35.0	80.90572035028009	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WD04_i5-503_i7-91_S2743_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WD04_i5-503_i7-91_S2743_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3053123.0	0.0	151.0	35.0	81.71471699694618	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WD05_i5-503_i7-71_S2744_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WD05_i5-503_i7-71_S2744_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2548121.0	0.0	151.0	39.0	88.977514491053	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WD05_i5-503_i7-71_S2744_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WD05_i5-503_i7-71_S2744_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2548121.0	0.0	151.0	39.0	89.31749928681272	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WD06_i5-503_i7-50_S2745_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WD06_i5-503_i7-50_S2745_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2242801.0	0.0	151.0	41.0	92.02368810992007	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P003_WD06_i5-503_i7-50_S2745_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WD06_i5-503_i7-50_S2745_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2242801.0	0.0	151.0	41.0	92.69168472886157	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WD07_i5-503_i7-86_S2746_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WD07_i5-503_i7-86_S2746_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2575145.0	0.0	151.0	38.0	82.81767321388692	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WD07_i5-503_i7-86_S2746_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WD07_i5-503_i7-86_S2746_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2575145.0	0.0	151.0	38.0	83.37585441447192	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WD08_i5-503_i7-80_S2747_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WD08_i5-503_i7-80_S2747_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2594180.0	0.0	151.0	36.0	93.11641800180821	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WD08_i5-503_i7-80_S2747_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WD08_i5-503_i7-80_S2747_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2594180.0	0.0	151.0	36.0	93.39930902074433	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WD09_i5-503_i7-64_S2748_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WD09_i5-503_i7-64_S2748_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2192731.0	0.0	151.0	36.0	92.39040267670303	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WD09_i5-503_i7-64_S2748_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WD09_i5-503_i7-64_S2748_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2192731.0	0.0	151.0	36.0	92.74499701472143	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WD10_i5-503_i7-8_S2749_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WD10_i5-503_i7-8_S2749_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2362991.0	0.0	151.0	38.0	91.06843436420581	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WD10_i5-503_i7-8_S2749_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WD10_i5-503_i7-8_S2749_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2362991.0	0.0	151.0	38.0	91.62304787717835	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WD11_i5-503_i7-58_S2750_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WD11_i5-503_i7-58_S2750_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2673345.0	0.0	151.0	35.0	83.35705147148799	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WD11_i5-503_i7-58_S2750_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WD11_i5-503_i7-58_S2750_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2673345.0	0.0	151.0	35.0	84.1813796403089	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WD12_i5-503_i7-9_S2751_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WD12_i5-503_i7-9_S2751_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2555819.0	0.0	151.0	37.0	84.24411322435343	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WD12_i5-503_i7-9_S2751_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WD12_i5-503_i7-9_S2751_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2555819.0	0.0	151.0	37.0	84.70980352316661	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WE01_i5-503_i7-48_S2752_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WE01_i5-503_i7-48_S2752_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3631009.0	0.0	151.0	40.0	88.04001408480251	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	warn
RapidGenomics_F205_GOT_125402_P003_WE01_i5-503_i7-48_S2752_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WE01_i5-503_i7-48_S2752_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3631009.0	0.0	151.0	40.0	88.90563511257365	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	warn
RapidGenomics_F205_GOT_125402_P003_WE02_i5-503_i7-89_S2753_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WE02_i5-503_i7-89_S2753_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3645010.0	0.0	151.0	45.0	91.99283611176962	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WE02_i5-503_i7-89_S2753_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WE02_i5-503_i7-89_S2753_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3645010.0	0.0	151.0	45.0	92.42829726473178	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WE03_i5-503_i7-87_S2754_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WE03_i5-503_i7-87_S2754_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3951242.0	0.0	151.0	39.0	94.50080390369556	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WE03_i5-503_i7-87_S2754_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WE03_i5-503_i7-87_S2754_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3951242.0	0.0	151.0	39.0	94.63884438016915	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WE04_i5-503_i7-21_S2755_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WE04_i5-503_i7-21_S2755_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3095196.0	0.0	151.0	45.0	90.98656429412095	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WE04_i5-503_i7-21_S2755_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WE04_i5-503_i7-21_S2755_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3095196.0	0.0	151.0	45.0	91.18147308768133	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WE05_i5-503_i7-94_S2756_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WE05_i5-503_i7-94_S2756_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2528866.0	0.0	151.0	40.0	89.06407356745667	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WE05_i5-503_i7-94_S2756_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WE05_i5-503_i7-94_S2756_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2528866.0	0.0	151.0	40.0	89.61212020560545	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WE06_i5-503_i7-35_S2757_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WE06_i5-503_i7-35_S2757_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1961682.0	0.0	151.0	40.0	92.4373631469638	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WE06_i5-503_i7-35_S2757_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WE06_i5-503_i7-35_S2757_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1961682.0	0.0	151.0	40.0	92.76240759000166	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WE07_i5-503_i7-44_S2758_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WE07_i5-503_i7-44_S2758_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3344238.0	0.0	151.0	36.0	82.53059883906126	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WE07_i5-503_i7-44_S2758_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WE07_i5-503_i7-44_S2758_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3344238.0	0.0	151.0	37.0	83.17609522086111	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WE08_i5-503_i7-4_S2759_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WE08_i5-503_i7-4_S2759_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2988198.0	0.0	151.0	38.0	89.29748197641754	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WE08_i5-503_i7-4_S2759_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WE08_i5-503_i7-4_S2759_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2988198.0	0.0	151.0	38.0	89.83090283437821	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WE09_i5-503_i7-24_S2760_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WE09_i5-503_i7-24_S2760_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2763640.0	0.0	151.0	35.0	91.48755115000495	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WE09_i5-503_i7-24_S2760_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WE09_i5-503_i7-24_S2760_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2763640.0	0.0	151.0	35.0	91.79246164741377	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WE10_i5-503_i7-61_S2761_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WE10_i5-503_i7-61_S2761_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2281819.0	0.0	151.0	41.0	89.04452836847656	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WE10_i5-503_i7-61_S2761_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WE10_i5-503_i7-61_S2761_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2281819.0	0.0	151.0	41.0	89.62961648723923	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WE11_i5-503_i7-13_S2762_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WE11_i5-503_i7-13_S2762_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2840647.0	0.0	151.0	34.0	91.63867848925548	151.0	pass	pass	pass	pass	warn	fail	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WE11_i5-503_i7-13_S2762_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WE11_i5-503_i7-13_S2762_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2840647.0	0.0	151.0	34.0	91.90240789450432	151.0	pass	pass	pass	pass	warn	fail	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WE12_i5-503_i7-76_S2763_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WE12_i5-503_i7-76_S2763_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3742803.0	0.0	151.0	38.0	84.53890180133543	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WE12_i5-503_i7-76_S2763_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WE12_i5-503_i7-76_S2763_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3742803.0	0.0	151.0	38.0	85.02826057611678	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WF01_i5-503_i7-28_S2764_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WF01_i5-503_i7-28_S2764_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2991605.0	0.0	151.0	40.0	84.23677832151165	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P003_WF01_i5-503_i7-28_S2764_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WF01_i5-503_i7-28_S2764_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2991605.0	0.0	151.0	40.0	85.33726484725543	151.0	pass	pass	warn	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WF02_i5-503_i7-78_S2765_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WF02_i5-503_i7-78_S2765_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2391820.0	0.0	151.0	38.0	90.36790412396	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WF02_i5-503_i7-78_S2765_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WF02_i5-503_i7-78_S2765_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2391820.0	0.0	151.0	38.0	90.81106105539716	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WF03_i5-503_i7-79_S2766_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WF03_i5-503_i7-79_S2766_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3862494.0	0.0	151.0	35.0	84.75597235678842	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WF03_i5-503_i7-79_S2766_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WF03_i5-503_i7-79_S2766_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3862494.0	0.0	151.0	35.0	85.29206235488833	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WF04_i5-503_i7-45_S2767_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WF04_i5-503_i7-45_S2767_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2723709.0	0.0	151.0	38.0	87.33070209652196	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WF04_i5-503_i7-45_S2767_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WF04_i5-503_i7-45_S2767_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2723709.0	0.0	151.0	38.0	88.10456818749817	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WF05_i5-503_i7-92_S2768_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WF05_i5-503_i7-92_S2768_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2360991.0	0.0	151.0	43.0	83.90885971484636	151.0	pass	pass	pass	pass	warn	fail	pass	pass	pass	pass	fail
RapidGenomics_F205_GOT_125402_P003_WF05_i5-503_i7-92_S2768_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WF05_i5-503_i7-92_S2768_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2360991.0	0.0	151.0	43.0	84.30853384946326	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	fail
RapidGenomics_F205_GOT_125402_P003_WF06_i5-503_i7-60_S2769_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WF06_i5-503_i7-60_S2769_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3189882.0	0.0	151.0	36.0	90.59391849113858	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WF06_i5-503_i7-60_S2769_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WF06_i5-503_i7-60_S2769_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3189882.0	0.0	151.0	36.0	91.24537803617908	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WF07_i5-503_i7-33_S2770_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WF07_i5-503_i7-33_S2770_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2059220.0	0.0	151.0	38.0	92.79511168841191	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WF07_i5-503_i7-33_S2770_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WF07_i5-503_i7-33_S2770_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2059220.0	0.0	151.0	38.0	93.04958320041496	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WF08_i5-503_i7-53_S2771_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WF08_i5-503_i7-53_S2771_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3164857.0	0.0	151.0	34.0	89.69681249199702	151.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WF08_i5-503_i7-53_S2771_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WF08_i5-503_i7-53_S2771_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3164857.0	0.0	151.0	34.0	90.08913437011692	151.0	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WF09_i5-503_i7-46_S2772_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WF09_i5-503_i7-46_S2772_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2863248.0	0.0	151.0	39.0	92.07021925465236	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WF09_i5-503_i7-46_S2772_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WF09_i5-503_i7-46_S2772_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2863248.0	0.0	151.0	39.0	92.27255469342307	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WF10_i5-503_i7-26_S2773_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WF10_i5-503_i7-26_S2773_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3130119.0	0.0	151.0	37.0	91.01755124976336	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WF10_i5-503_i7-26_S2773_L003_R2_001	RapidGenomics_F205_GOT_125402_P003_WF10_i5-503_i7-26_S2773_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3130119.0	0.0	151.0	37.0	91.46270761514877	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P003_WF11_i5-503_i7-51_S2774_L003_R1_001	RapidGenomics_F205_GOT_125402_P003_WF11_i5-503_i7-51_S2774_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2813811.0	0.0	151.0	40.0	92.7976061892992	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
